,PRICE,SOLD_MONTH_Number,SOLD_DATE_DAY,SOLD_YEAR,PROPERTY_TYPE,BEDS,BATHS,SQUARE_FEET,LOT_SIZE,YEAR_BUILT,LOCATION
47599,320000,11,8,2019,1,3.0,1.5,1590.0,8800.0,1962.0,13
47600,350000,8,19,2020,1,3.0,1.0,970.0,8209.0,1962.0,13
47605,447000,11,15,2019,1,4.0,3.0,1950.0,9315.0,1986.0,13
47606,350000,7,15,2020,1,2.0,2.0,1102.0,6708.0,1915.0,13
47612,79500,7,15,2020,5,2.0,1.0,850.0,27390.125019392875,1989.0,13
47613,400000,3,1,2021,1,3.0,2.0,1540.0,7560.0,1959.0,13
47617,432000,8,30,2019,1,4.0,2.5,2060.0,7500.0,1978.0,13
47618,365000,2,9,2021,1,4.0,1.5,1320.0,7320.0,1954.0,13
47619,380000,11,7,2019,1,3.0,2.0,1330.0,16125.0,1968.0,13
47622,520000,9,24,2020,1,5.0,2.5,2390.0,7376.0,1996.0,13
47623,480000,3,1,2021,1,4.0,2.5,2040.0,15714.0,1992.0,13
47629,501650,12,21,2017,1,4.0,3.0,2541.0,5023.0,2017.0,13
47631,243000,10,23,2020,0,2.0,2.0,1171.0,27390.125019392875,1997.0,13
47632,385000,3,19,2020,1,4.0,2.0,2060.0,8316.0,1954.0,13
47633,483490,2,28,2020,1,4.0,2.5,2400.0,4667.0,2020.0,13
47635,460000,6,13,2019,1,4.0,2.5,2050.0,14550.0,2006.0,13
47636,125000,7,31,2018,5,3.0,2.0,1782.0,4200.0,1978.0,13
47637,288950,9,17,2019,3,2.0,2.5,1251.0,27390.125019392875,2008.0,13
47638,965000,7,24,2020,4,12.0,8.0,5880.0,14960.0,1999.0,13
47641,725000,2,4,2021,1,6.0,4.5,3400.0,11779.0,2002.0,13
47644,346000,2,22,2021,1,2.0,1.0,840.0,4200.0,1953.0,13
47645,310000,5,31,2019,1,3.0,1.0,1580.0,43200.0,1959.0,13
47647,535000,9,25,2020,1,4.0,2.5,2890.0,6236.0,2008.0,13
47660,180000,2,4,2021,0,2.0,2.0,858.0,27390.125019392875,1981.0,13
47666,365000,2,10,2020,1,4.0,2.0,1720.0,7296.0,1962.0,13
47667,245000,7,2,2020,3,2.0,1.5,1099.0,117333.0,1981.0,13
47668,339000,12,4,2019,1,3.0,1.5,1200.0,14500.0,1960.0,13
47671,489500,10,22,2020,1,5.0,3.5,2980.0,9686.0,1966.0,13
47673,399000,10,5,2020,1,4.0,2.0,1440.0,9117.0,1969.0,13
47674,415000,12,31,2019,1,3.0,3.0,2600.0,13714.0,1966.0,13
47675,320000,7,19,2019,3,3.0,2.5,1436.0,341927.0,2009.0,13
47680,627000,2,21,2020,1,3.0,3.5,3186.0,35144.0,1987.0,5
47681,295000,6,1,2020,0,2.0,2.0,1148.0,2329.0,2005.0,13
47683,315000,10,26,2020,1,2.0,1.0,1190.0,6000.0,1912.0,13
47687,660000,3,18,2020,1,4.0,4.0,3405.0,6344.0,2013.0,13
47688,650965,1,13,2021,1,4.0,2.5,2843.0,4500.0,2020.0,13
47689,455000,10,7,2019,1,4.0,3.5,1610.0,14400.0,1962.0,13
47690,281000,4,8,2020,1,2.0,1.0,760.0,5209.0,1911.0,13
47693,307500,11,7,2019,1,2.0,1.0,720.0,11385.0,1930.0,13
47698,515000,2,17,2021,1,4.0,3.0,2780.0,9360.0,1975.0,13
47709,343000,10,31,2019,1,3.0,1.5,1170.0,7725.0,1967.0,13
47710,620000,6,30,2020,1,4.0,2.5,2824.0,17640.0,2005.0,13
47711,285000,7,9,2020,1,3.0,1.0,880.0,10500.0,1961.0,13
47713,780000,8,11,2020,1,4.0,2.5,3750.0,35532.0,1990.0,5
47719,510000,8,14,2020,1,5.0,3.0,2084.0,14400.0,2006.0,13
47721,400000,5,27,2020,1,3.0,1.5,2650.0,9450.0,1955.0,13
47722,670000,11,10,2020,1,4.0,3.0,3264.0,6048.0,2018.0,13
47723,647571,11,25,2020,1,4.0,2.5,2843.0,4854.0,2020.0,13
47724,395000,11,13,2020,1,3.0,2.0,1220.0,12683.0,1977.0,13
47725,201990,11,23,2020,0,2.0,2.0,848.0,27390.125019392875,1981.0,13
47726,159000,7,31,2020,0,1.0,1.0,575.0,1.0,1981.0,13
47728,445000,12,9,2019,1,3.0,2.5,2107.0,3402.0,2009.0,13
47729,640000,10,13,2020,1,4.0,2.5,2620.0,27007.0,1979.0,10
47730,239950,12,4,2019,0,2.0,1.5,1160.0,27390.125019392875,1997.0,13
47731,60000,12,10,2019,5,2.0,2.0,1250.0,27390.125019392875,1980.0,13
47733,345000,12,20,2019,1,3.0,2.0,1160.0,7560.0,1959.0,13
47734,405000,5,27,2020,1,3.0,2.0,2543.0,7425.0,1954.0,13
47737,367500,3,10,2020,1,3.0,1.5,1160.0,3811.0,1999.0,13
47738,325000,8,30,2019,1,3.0,1.0,1270.0,3232.0,1944.0,13
47739,520000,11,30,2020,4,6.0,4.0,2660.0,8022.0,1984.0,13
47740,450000,9,22,2020,1,3.0,3.0,2450.0,9959.0,1980.0,13
47742,388750,5,31,2019,1,3.0,2.5,1584.0,2800.0,2013.0,13
47745,607000,4,20,2020,1,4.0,2.5,2963.0,4900.0,2012.0,13
47749,650000,6,29,2020,1,4.0,3.0,3780.0,54450.0,1976.0,10
47750,557000,6,7,2019,1,3.0,2.5,2440.0,26765.0,1979.0,13
47754,400000,6,26,2019,1,3.0,2.5,1595.0,3273.0,2015.0,13
47772,338000,6,18,2019,1,3.0,2.0,1316.0,8165.0,1962.0,13
47774,373000,10,11,2019,1,4.0,2.0,1650.0,8800.0,1968.0,13
47776,498000,9,30,2019,1,4.0,2.5,3140.0,9091.0,2004.0,13
47777,376000,7,30,2019,1,3.0,1.5,1384.0,7210.0,1978.0,13
47782,395000,1,6,2020,1,4.0,2.0,1920.0,22860.0,1963.0,13
47785,380000,7,13,2020,1,4.0,2.0,1200.0,8400.0,1968.0,13
47789,398000,7,2,2019,1,4.0,2.0,1450.0,7350.0,1966.0,6
47802,592000,6,1,2020,1,5.0,3.5,3510.0,4221.0,2016.0,6
47804,500000,9,10,2020,1,4.0,3.0,2180.0,7264.0,2004.0,13
47806,532500,12,31,2020,1,3.0,2.0,1690.0,28400.0,1963.0,13
47808,644995,7,24,2020,1,5.0,3.0,2884.0,4428.0,2020.0,13
47809,395000,12,6,2019,1,4.0,2.0,1790.0,5874.0,1919.0,13
47810,578000,6,26,2020,1,4.0,2.5,2472.0,4500.0,2020.0,13
47816,590000,5,4,2020,4,6.0,4.0,2352.0,8108.0,1978.0,13
47817,517000,9,22,2020,1,3.0,4.0,3264.0,12456.0,1989.0,13
47818,370000,6,12,2020,1,4.0,1.0,1600.0,10183.0,1966.0,13
47819,320000,8,28,2020,1,4.0,2.0,1600.0,11348.0,1936.0,13
47820,330000,7,26,2019,1,3.0,1.5,1100.0,8938.0,1963.0,13
47822,233000,11,9,2018,1,3.0,2.0,1240.0,4180.0,1913.0,13
47823,400000,7,31,2020,1,3.0,2.0,1400.0,7150.0,1962.0,13
47824,531500,8,21,2020,1,4.0,2.5,2343.0,4722.0,2018.0,13
47827,383000,6,16,2020,1,3.0,1.5,1620.0,7200.0,1973.0,13
47830,518814,12,20,2017,1,4.0,3.0,2541.0,5740.0,2017.0,13
47831,400000,12,5,2019,1,3.0,2.5,1710.0,8276.0,1969.0,13
47836,402500,5,31,2019,1,4.0,2.5,1738.0,3398.0,2012.0,13
47837,330750,9,20,2019,1,3.0,1.0,1180.0,3299.0,1944.0,13
47838,239950,5,13,2020,3,2.0,1.5,1099.0,117333.0,1981.0,13
47841,689000,11,9,2020,1,4.0,2.5,2859.0,4811.0,2020.0,13
47843,304500,10,22,2018,1,4.0,2.0,1378.0,11246.0,1944.0,13
47845,159900,3,23,2020,5,3.0,2.0,1404.0,27390.125019392875,2019.0,13
47847,900000,11,18,2020,1,4.0,3.0,4960.0,431809.0,1978.0,13
47853,683290,3,27,2019,1,4.0,3.5,3349.0,4797.0,2018.0,13
47854,78000,3,31,2020,5,2.0,2.0,1400.0,27390.125019392875,1977.0,13
47856,315000,2,23,2021,0,2.0,1.0,940.0,27390.125019392875,1948.0,13
47857,97000,9,1,2020,5,2.0,2.0,1536.0,27390.125019392875,1977.0,13
47862,505000,3,5,2021,1,4.0,2.5,1770.0,8800.0,1975.0,13
47865,510410,12,22,2020,1,4.0,2.5,2400.0,4400.0,2020.0,13
47866,477990,3,23,2020,1,3.0,2.5,2079.0,4800.0,2019.0,13
47867,439950,2,5,2020,0,4.0,2.5,2235.0,3089.0,2005.0,13
47875,160000,8,9,2019,5,2.0,2.0,1296.0,27390.125019392875,2017.0,13
47876,399000,9,25,2020,1,4.0,1.5,1500.0,8316.0,1954.0,13
47877,340000,3,5,2021,1,2.0,1.0,1020.0,5130.0,1948.0,13
47883,315500,11,30,2017,1,4.0,3.0,2480.0,8064.0,1967.0,13
47886,87000,9,28,2018,5,3.0,2.0,1344.0,27390.125019392875,1982.0,13
47887,79500,3,18,2022,5,2.0,2.0,1000.0,27390.125019392875,1983.0,13
47888,40000,2,28,2020,5,2.0,2.0,1024.0,27390.125019392875,1985.0,13
47889,490000,6,19,2020,1,3.0,2.5,2437.0,4237.0,2009.0,13
47890,469950,10,6,2020,1,3.0,2.5,2099.0,5764.0,2010.0,13
47891,543000,6,1,2022,1,3.0,1.5,1330.0,6754.0,1940.0,13
47892,475000,6,1,2022,1,3.0,1.5,1280.0,3800.0,1983.0,13
47894,90000,7,31,2020,5,3.0,2.0,1632.0,27390.125019392875,1979.0,13
47896,167000,5,27,2021,5,3.0,2.0,1344.0,27390.125019392875,2020.0,13
47899,29000,9,24,2021,5,2.0,1.0,672.0,27390.125019392875,1971.0,13
47900,30000,10,27,2021,5,2.0,2.0,960.0,27390.125019392875,1979.0,13
47914,570000,9,26,2022,0,3.0,2.5,1906.0,27390.125019392875,2005.0,13
47923,524900,8,26,2022,1,3.0,1.0,1600.0,7350.0,1962.0,13
47926,525000,8,18,2022,1,3.0,1.5,1370.0,7107.0,1968.0,13
47939,1424134,9,1,2022,1,4.0,4.0,3898.0,20620.0,2022.0,13
47940,912500,8,24,2022,1,3.0,2.0,2570.0,212395.0,1984.0,13
47942,127500,6,3,2022,5,2.0,2.0,1040.0,27390.125019392875,1997.0,13
47945,269000,8,9,2021,0,2.0,2.0,1166.0,27390.125019392875,1986.0,13
47948,800000,6,7,2022,1,5.0,4.0,4151.0,18070.0,1955.0,13
47949,135000,6,10,2022,5,3.0,2.0,1400.0,27390.125019392875,1984.0,13
47950,174000,12,29,2021,1,2.0,1.0,720.0,4191.0,1971.0,13
47956,662500,9,2,2022,1,3.0,2.0,1670.0,24809.0,1955.0,13
47957,476500,7,27,2022,1,3.0,1.5,1370.0,8800.0,1958.0,13
47958,509900,6,8,2022,1,3.0,2.0,1960.0,12322.0,1935.0,13
47960,350000,8,24,2022,1,2.0,1.0,610.0,4288.0,1920.0,13
47961,400000,8,1,2022,1,2.0,1.0,770.0,3916.0,1942.0,13
47962,210000,7,19,2022,0,1.0,1.0,609.0,27390.125019392875,1981.0,13
47963,545000,7,5,2022,1,3.0,2.5,1700.0,10027.0,1989.0,13
47965,400000,7,29,2022,1,3.0,1.0,940.0,6300.0,1953.0,13
47966,345000,9,29,2022,3,2.0,1.5,1213.0,27390.125019392875,1997.0,13
47967,490000,9,30,2022,1,3.0,1.5,1100.0,7410.0,1954.0,13
47969,465000,7,27,2022,1,2.0,2.0,1050.0,4200.0,1953.0,13
47970,178000,10,14,2022,5,3.0,2.315704532026172,1716.0,27390.125019392875,1983.0,13
47971,375995,10,13,2022,0,2.0,2.5,1678.0,27390.125019392875,1986.0,13
47972,760000,9,23,2022,4,6.0,5.0,2850.0,7239.0,1998.0,13
47973,390000,8,11,2022,3,3.0,2.5,1780.0,1722.0,1968.0,13
47975,350000,9,6,2022,3,2.0,1.5,1200.0,1898.0,1978.0,13
47976,600000,7,12,2022,1,4.0,3.5,2930.0,7886.0,1977.0,13
47977,420000,8,10,2022,1,3.0,1.0,1040.0,8250.0,1962.0,13
47978,415000,3,15,2021,1,3.0,1.0,1540.0,8800.0,1961.0,13
47979,1223995,8,25,2022,1,4.0,4.5,3896.0,6649.0,2017.0,13
47980,1100000,6,30,2022,1,4.0,2.5,3349.0,6710.0,2017.0,13
47981,970300,6,27,2022,1,4.0,2.5,2884.0,6100.0,2017.0,13
47983,560000,9,23,2022,1,4.0,2.5,1940.0,8062.0,1977.0,13
47987,97000,4,8,2022,5,3.0,1.0,910.0,27390.125019392875,1966.0,13
47989,1425000,5,16,2022,1,4.0,3.5,3770.0,25227.0,2004.0,13
47994,97000,8,24,2021,5,3.0,2.0,1173.0,27390.125019392875,1988.0,13
47995,368700,10,26,2020,1,0.0,2.315704532026172,1230.0,10230.0,1962.0,13
47999,730000,3,31,2022,1,4.0,3.0,2426.0,3778.0,2016.0,10
48001,77000,3,26,2018,5,3.0,2.0,1762.0,27390.125019392875,1987.0,13
48006,585000,4,7,2022,1,4.0,2.0,1460.0,9890.0,1966.0,13
48009,575000,8,13,2021,1,3.0,2.0,1460.0,34136.0,1966.0,13
48011,831128,12,7,2021,1,4.0,3.5,3024.0,5250.0,2021.0,13
48015,130000,9,3,2021,1,2.0,1.0,810.0,12750.0,1924.0,13
48018,1610000,10,22,2021,1,3.0,3.5,5210.0,326749.0,2003.0,13
48021,90000,3,5,2020,5,3.0,2.0,1680.0,27390.125019392875,1983.0,13
48022,133000,6,1,2021,5,4.0,2.0,1960.0,27390.125019392875,1996.0,13
48030,107500,8,16,2022,5,2.0,2.0,1344.0,27390.125019392875,1982.0,13
48031,280685,7,15,2022,0,2.0,2.0,918.0,27390.125019392875,1981.0,13
48032,775000,7,11,2022,1,4.0,2.0,3200.0,39365.0,1970.0,13
48033,140000,9,21,2022,5,3.0,2.0,2304.0,27390.125019392875,1978.0,13
48034,145000,9,23,2022,5,2.0,2.0,1215.0,27390.125019392875,1979.0,13
48035,1419630,7,7,2022,1,4.0,4.5,3820.0,12549.0,2022.0,13
48036,1529390,8,29,2022,1,4.0,4.0,3898.0,13478.0,2022.0,13
48037,750000,10,14,2022,1,5.0,3.0,2700.0,40198.0,1964.0,13
48039,130000,6,23,2021,5,3.0,2.0,1400.0,27390.125019392875,1997.0,13
48048,379950,8,8,2022,3,3.0,2.5,1337.0,27390.125019392875,1989.0,13
48049,411500,8,25,2022,0,2.0,2.5,1678.0,27390.125019392875,1986.0,13
48057,455000,6,27,2022,1,3.0,1.5,1350.0,8474.0,1959.0,13
48058,495000,7,28,2022,1,3.0,2.0,1490.0,9145.0,1958.0,13
48060,499000,4,18,2019,1,5.0,4.0,3690.0,10565.0,2001.0,13
48063,388000,9,23,2022,1,3.0,1.0,1010.0,7420.0,1960.0,13
48064,535000,10,7,2022,1,4.0,2.0,1970.0,10530.0,1958.0,13
48068,54000,10,18,2018,5,2.0,2.0,1440.0,27390.125019392875,1977.0,13
48069,159950,7,7,2022,5,3.0,2.0,1960.0,27390.125019392875,1981.0,13
48070,164500,7,8,2022,5,2.0,2.0,1440.0,27390.125019392875,1988.0,13
48071,300000,6,24,2022,0,2.0,2.0,915.0,27390.125019392875,1981.0,13
48073,305000,7,25,2022,0,2.0,1.0,1076.0,27390.125019392875,1997.0,13
48074,226900,9,13,2022,5,2.0,2.0,1620.0,27390.125019392875,2018.0,13
48076,525000,6,8,2022,1,3.0,1.5,1620.0,9703.0,1960.0,13
48078,639000,6,9,2022,1,5.0,3.0,1850.0,6477.0,1950.0,13
48079,417000,7,28,2022,1,2.0,1.0,920.0,4894.0,1948.0,13
48082,670000,7,21,2022,1,3.0,2.5,2056.0,3553.0,2013.0,13
48083,830000,7,14,2022,1,4.0,3.0,2820.0,49222.0,1960.0,13
48085,510000,9,22,2020,1,4.0,2.5,2477.0,4050.0,2011.0,13
48086,400000,9,19,2022,1,3.0,1.0,1000.0,5439.0,1963.0,13
48087,350000,6,16,2022,0,2.0,1.5,1082.0,27390.125019392875,1978.0,13
48089,650000,12,23,2021,4,5.0,2.5,2340.0,7170.0,1984.0,13
48091,408000,9,16,2022,1,2.0,1.0,1090.0,5236.0,1954.0,13
48092,825000,9,21,2022,1,5.0,3.0,3202.0,7913.0,2006.0,13
48096,387000,9,30,2022,1,2.0,1.0,1770.0,5276.0,1921.0,13
48099,775000,10,26,2022,1,4.0,4.0,3310.0,40296.0,1971.0,13
48103,250000,4,9,2019,3,2.0,1.5,1360.0,1898.0,1978.0,13
48106,77000,5,21,2021,5,2.0,2.0,1296.0,27390.125019392875,1979.0,13
48107,369950,9,10,2021,3,2.0,2.5,1251.0,27390.125019392875,2011.0,13
48109,25000,9,8,2022,5,3.0,2.315704532026172,2176.0,27390.125019392875,1980.0,13
48113,860000,6,21,2022,1,3.0,2.0,1768.0,46109.0,2009.0,13
48115,930000,9,13,2022,1,4.0,2.5,3213.0,6703.0,2016.0,13
48119,288000,10,12,2022,1,3.0,1.5,1060.0,9644.0,1969.0,13
48126,555000,8,13,2019,1,4.0,2.5,2840.0,4900.0,2011.0,13
48127,740000,8,30,2022,1,4.0,2.5,3010.0,7970.0,2004.0,13
48130,634950,9,30,2022,1,4.0,3.0,2900.0,34000.0,1973.0,13
48132,700000,10,24,2022,1,4.0,2.5,2410.0,5280.0,2002.0,13
48142,260600,10,7,2019,1,1.0,1.0,624.0,57097.0,1969.0,13
48144,699000,10,14,2022,1,4.0,2.5,1890.0,35074.0,1994.0,13
48145,965000,8,20,2021,1,4.0,3.5,3680.0,181530.0,2002.0,13
48154,630000,7,23,2020,1,4.0,2.5,2480.0,30056.0,1995.0,13
48156,625339,11,10,2021,1,4.0,2.5,2320.0,16800.0,1977.0,5
48157,815000,8,1,2022,1,4.0,2.5,2858.0,4500.0,2014.0,13
48158,675000,9,21,2022,1,5.0,3.5,2920.0,4000.0,2005.0,13
48160,520000,1,8,2020,1,3.0,2.0,1610.0,217364.0,1977.0,13
48161,445000,4,19,2021,1,4.0,2.0,1280.0,7896.0,1961.0,13
48162,380500,11,27,2018,1,3.0,2.5,2320.0,13192.0,1977.0,5
48165,480000,5,29,2020,4,6.0,5.0,2850.0,8270.0,1998.0,13
48168,567900,12,21,2020,1,4.0,2.5,2250.0,7927.0,1996.0,13
48170,635000,11,23,2020,1,3.0,2.5,5459.0,55847.0,1960.0,13
48172,301000,6,18,2018,3,3.0,2.5,1494.0,27390.125019392875,2005.0,13
48173,126000,10,30,2017,5,3.0,2.0,1848.0,1848.0,1989.0,13
48178,380000,3,28,2018,1,3.0,2.0,1590.0,6380.0,1999.0,13
48191,385000,3,16,2019,1,3.0,2.5,1595.0,2800.0,2013.0,13
48192,550000,11,13,2020,1,4.0,3.0,2475.0,6541.0,2012.0,13
48193,486000,10,21,2020,1,3.0,2.5,2095.0,3045.0,2009.0,13
48194,500000,5,3,2021,1,3.0,2.0,1370.0,8500.0,1986.0,13
48196,490000,8,19,2022,1,3.0,2.0,1280.0,7260.0,1986.0,13
48197,559000,1,21,2022,1,3.0,2.0,1310.0,21023.0,1977.0,13
48198,849990,11,19,2021,1,4.0,2.5,2472.0,5000.0,2020.0,13
48203,474990,3,3,2020,1,3.0,2.5,2079.0,5123.0,2019.0,13
48205,656085,7,29,2021,1,4.0,2.5,2472.0,4500.0,2021.0,13
48206,668797,2,26,2021,1,4.0,2.5,2843.0,5130.0,2021.0,13
48207,686446,3,17,2021,1,4.0,2.5,2843.0,5130.0,2021.0,13
48209,611572,12,28,2020,1,4.0,2.5,2472.0,7555.0,2020.0,13
48210,639441,2,22,2021,1,4.0,2.5,2843.0,4500.0,2020.0,13
48211,663798,6,4,2021,1,4.0,2.5,2890.0,4715.0,2021.0,13
48212,800574,7,23,2021,1,5.0,3.5,3024.0,5125.0,2021.0,13
48213,609507,12,30,2020,1,4.0,2.5,2472.0,4716.0,2020.0,13
48214,635000,7,30,2020,1,4.0,3.5,3024.0,5126.0,2020.0,13
48223,750000,4,25,2022,1,3.0,2.5,1610.0,26833.0,1984.0,13
48224,469900,7,16,2019,1,4.0,2.5,2140.0,7204.0,1987.0,13
48225,495000,6,30,2022,1,2.0,2.0,1370.0,7488.0,1975.0,13
48226,550000,7,14,2022,1,4.0,2.5,1610.0,7200.0,1976.0,13
48227,425000,8,10,2021,1,4.0,2.0,1550.0,7246.0,1975.0,13
48229,750000,6,14,2022,1,6.0,2.5,2930.0,29025.0,1959.0,13
48230,615000,8,21,2020,1,4.0,3.0,3310.0,15000.0,1988.0,13
48235,615000,9,14,2020,1,4.0,4.0,3056.0,7000.0,2016.0,13
48240,589950,11,2,2018,1,4.0,2.5,2859.0,5800.0,2017.0,13
48246,770000,9,6,2019,1,4.0,3.0,4234.0,291852.0,1988.0,13
48247,722000,6,6,2019,1,4.0,3.0,3390.0,220262.0,1992.0,13
48250,660000,9,13,2019,1,4.0,3.5,2520.0,214154.0,1983.0,13
48251,650000,7,31,2019,1,4.0,3.0,2580.0,207781.0,1987.0,13
48252,375000,6,25,2019,1,3.0,2.5,1860.0,13600.0,1925.0,13
48253,630000,6,6,2022,1,4.0,3.0,1780.0,10766.0,1979.0,13
48269,136500,3,18,2021,5,3.0,2.0,2176.0,27390.125019392875,1979.0,13
48270,230000,8,13,2021,0,2.0,2.0,918.0,27390.125019392875,1981.0,13
48271,600000,8,30,2021,1,4.0,3.0,1984.0,4050.0,2011.0,13
48272,145000,9,10,2021,5,3.0,2.0,1404.0,27390.125019392875,2019.0,13
48274,365000,11,2,2020,1,3.0,1.0,990.0,10364.0,1959.0,13
48280,725000,11,9,2021,1,4.0,3.0,2740.0,31350.0,1961.0,10
48285,445000,12,23,2019,1,4.0,2.5,2040.0,5988.0,2002.0,13
48286,432000,8,27,2021,1,4.0,2.0,1880.0,6825.0,1963.0,13
48288,386000,5,21,2021,1,0.0,2.315704532026172,1220.0,22500.0,1954.0,13
48292,516000,12,30,2021,1,3.0,2.0,1800.0,165038.0,2008.0,13
48300,650555,2,11,2022,1,3.0,2.5,1800.0,18893.0,1984.0,13
48302,815000,10,25,2021,1,4.0,2.5,2820.0,6000.0,2013.0,13
48303,400000,10,22,2021,1,2.0,1.0,770.0,17424.0,1978.0,13
48307,77500,9,13,2019,5,3.0,2.0,1150.0,3600.0,1982.0,13
48308,351250,4,27,2018,1,3.0,2.0,1860.0,8100.0,1985.0,13
48309,645000,10,28,2019,1,5.0,3.0,3999.0,29500.0,1961.0,13
48314,125000,6,7,2019,0,0.0,2.315704532026172,575.0,27390.125019392875,1981.0,13
48315,122360,6,21,2019,0,3.0,1.0,1012.0,27390.125019392875,1979.0,13
48320,550000,9,15,2020,1,4.0,3.0,2750.0,5291.0,2001.0,13
48321,420000,8,27,2020,1,3.0,2.5,1425.0,3322.0,2013.0,6
48322,412000,4,29,2020,1,4.0,2.0,1780.0,13600.0,1968.0,13
48323,705000,11,18,2021,1,4.0,2.5,2070.0,7253.0,1993.0,13
48324,525000,7,24,2020,1,4.0,2.5,2140.0,7890.0,1995.0,10
48326,670000,4,22,2021,1,4.0,3.0,2920.0,13300.0,1995.0,13
48332,600000,12,28,2021,1,3.0,2.0,2070.0,23370.0,1972.0,13
48333,620000,11,21,2019,1,4.0,3.5,2390.0,12000.0,1978.0,13
48342,110000,10,26,2020,5,3.0,2.0,1232.0,27390.125019392875,1990.0,13
48343,117500,4,30,2021,5,3.0,2.0,1344.0,27390.125019392875,1981.0,13
48344,30000,12,7,2021,5,2.0,1.0,816.0,27390.125019392875,1974.0,13
48345,224950,8,28,2020,0,3.0,1.0,1015.0,370260.0,1979.0,13
48346,220000,4,16,2021,0,3.0,1.0,1015.0,27390.125019392875,1979.0,13
48348,590000,7,12,2021,1,3.0,2.5,2410.0,9080.0,1999.0,13
48349,424950,9,30,2020,1,3.0,2.0,1510.0,8474.0,1966.0,13
48350,581000,8,26,2021,1,4.0,2.5,1782.0,6000.0,2016.0,13
48351,470000,9,24,2021,1,3.0,2.0,1070.0,9730.0,1963.0,13
48352,515000,6,1,2021,4,4.0,3.0,2060.0,7029.0,1980.0,13
48354,455000,3,29,2021,1,3.0,1.5,1110.0,10593.0,1956.0,13
48356,365200,1,7,2022,3,3.0,1.5,1360.0,1775.0,1978.0,13
48358,390000,10,15,2021,0,2.0,2.0,1211.0,27390.125019392875,1986.0,13
48359,530000,6,23,2021,1,4.0,2.5,2490.0,13090.0,1964.0,13
48362,700000,4,1,2021,1,5.0,2.5,3060.0,21750.0,1968.0,13
48363,455000,12,22,2021,1,3.0,2.0,1760.0,8775.0,1962.0,13
48365,620000,3,9,2022,1,4.0,2.5,2240.0,11761.0,1974.0,13
48367,470000,9,3,2021,1,3.0,2.0,1848.0,13737.0,1989.0,13
48368,465000,11,30,2021,1,3.0,1.5,1580.0,10517.0,1957.0,13
48369,475000,6,29,2021,1,3.0,1.5,1300.0,10364.0,1956.0,13
48370,450000,6,28,2021,1,4.0,1.5,1390.0,7762.0,1962.0,13
48372,565000,4,30,2021,1,3.0,2.5,2120.0,5173.0,1998.0,13
48373,681000,9,8,2021,1,4.0,3.5,2450.0,8266.0,1999.0,13
48374,520000,2,19,2021,1,4.0,3.0,2210.0,7500.0,1998.0,13
48375,493000,5,24,2021,1,4.0,2.0,1952.0,12600.0,1977.0,13
48376,107000,9,24,2020,5,3.0,2.0,1344.0,27390.125019392875,1984.0,13
48377,140000,9,10,2021,5,2.0,2.0,1248.0,27390.125019392875,2019.0,13
48379,1300000,6,18,2021,1,6.0,5.0,4232.0,13176.0,2006.0,13
48390,670000,12,15,2021,1,4.0,2.5,2760.0,6321.0,2000.0,13
48395,630000,10,8,2021,1,5.0,2.0,2580.0,14850.0,1965.0,10
48401,910000,6,30,2021,1,3.0,2.5,3800.0,75358.0,1983.0,13
48402,600000,10,15,2021,1,3.0,3.0,2440.0,4979.0,2001.0,9
48403,630500,10,5,2021,1,4.0,3.0,2570.0,4200.0,2014.0,13
48406,650000,4,7,2022,1,3.0,2.5,1680.0,3327.0,2002.0,13
48410,543000,7,30,2021,1,4.0,2.5,2050.0,9720.0,1987.0,13
48416,755000,9,17,2021,1,4.0,2.5,3030.0,5179.0,2013.0,13
48420,525000,6,30,2021,1,5.0,3.0,2120.0,9200.0,1979.0,13
48421,205000,8,5,2021,0,2.0,1.0,783.0,146500.0,1979.0,13
48422,465000,7,15,2021,1,4.0,3.0,1840.0,7700.0,1980.0,13
48423,569000,11,24,2021,1,3.0,2.0,1735.0,20000.0,1977.0,13
48424,775000,7,19,2021,1,4.0,2.5,2360.0,15200.0,1979.0,13
48427,410000,9,23,2021,1,3.0,1.0,1300.0,9800.0,1975.0,13
48429,520000,7,2,2021,1,3.0,1.5,1490.0,8334.0,1976.0,13
48430,1050000,7,28,2021,1,3.0,2.5,2940.0,215264.0,1997.0,13
48432,340000,9,23,2019,3,3.0,2.5,1521.0,287444.0,2000.0,13
48438,345000,6,17,2018,1,3.0,2.0,1600.0,29250.0,1967.0,13
48439,450000,9,28,2018,1,4.0,2.5,2970.0,4775.0,2003.0,13
48447,725000,10,25,2019,4,8.0,4.0,3520.0,16124.0,1975.0,13
48448,280000,10,31,2017,3,2.0,2.5,1130.0,2820.0,2013.0,13
48450,275000,5,25,2018,1,3.0,1.5,1280.0,3784.0,1985.0,13
48451,338000,6,8,2018,1,3.0,2.0,1740.0,12400.0,1929.0,13
48453,185000,3,15,2018,0,2.0,1.5,990.0,84257.0,1978.0,13
48455,429500,5,8,2018,1,4.0,2.5,2480.0,4405.0,2011.0,13
48456,274950,11,28,2017,3,2.0,2.5,1251.0,27390.125019392875,2008.0,13
48457,316000,6,26,2019,3,2.0,2.5,1275.0,223463.0,2003.0,6
48461,180000,1,8,2021,5,3.0,2.0,1568.0,27390.125019392875,2018.0,13
